DATE,DGS10,checknum,ym,d,check
1/3/2000,6.58,TRUE,2000-01,3,FALSE
1/4/2000,6.49,TRUE,2000-01,4,FALSE
1/5/2000,6.62,TRUE,2000-01,5,FALSE
1/6/2000,6.57,TRUE,2000-01,6,FALSE
1/7/2000,6.52,TRUE,2000-01,7,FALSE
1/10/2000,6.57,TRUE,2000-01,10,FALSE
1/11/2000,6.67,TRUE,2000-01,11,FALSE
1/12/2000,6.72,TRUE,2000-01,12,FALSE
1/13/2000,6.63,TRUE,2000-01,13,FALSE
1/14/2000,6.69,TRUE,2000-01,14,FALSE
1/17/2000,.,FALSE,2000-01,17,FALSE
1/18/2000,6.75,TRUE,2000-01,18,FALSE
1/19/2000,6.73,TRUE,2000-01,19,FALSE
1/20/2000,6.79,TRUE,2000-01,20,FALSE
1/21/2000,6.79,TRUE,2000-01,21,FALSE
1/24/2000,6.69,TRUE,2000-01,24,FALSE
1/25/2000,6.7,TRUE,2000-01,25,FALSE
1/26/2000,6.69,TRUE,2000-01,26,FALSE
1/27/2000,6.68,TRUE,2000-01,27,FALSE
1/28/2000,6.66,TRUE,2000-01,28,FALSE
1/31/2000,6.68,TRUE,2000-01,31,TRUE
2/1/2000,6.62,TRUE,2000-02,1,FALSE
2/2/2000,6.6,TRUE,2000-02,2,FALSE
2/3/2000,6.49,TRUE,2000-02,3,FALSE
2/4/2000,6.53,TRUE,2000-02,4,FALSE
2/7/2000,6.64,TRUE,2000-02,7,FALSE
2/8/2000,6.59,TRUE,2000-02,8,FALSE
2/9/2000,6.56,TRUE,2000-02,9,FALSE
2/10/2000,6.67,TRUE,2000-02,10,FALSE
2/11/2000,6.63,TRUE,2000-02,11,FALSE
2/14/2000,6.56,TRUE,2000-02,14,FALSE
2/15/2000,6.56,TRUE,2000-02,15,FALSE
2/16/2000,6.56,TRUE,2000-02,16,FALSE
2/17/2000,6.58,TRUE,2000-02,17,FALSE
2/18/2000,6.49,TRUE,2000-02,18,FALSE
2/21/2000,.,FALSE,2000-02,21,FALSE
2/22/2000,6.36,TRUE,2000-02,22,FALSE
2/23/2000,6.44,TRUE,2000-02,23,FALSE
2/24/2000,6.36,TRUE,2000-02,24,FALSE
2/25/2000,6.36,TRUE,2000-02,25,FALSE
2/28/2000,6.37,TRUE,2000-02,28,FALSE
2/29/2000,6.42,TRUE,2000-02,29,TRUE
3/1/2000,6.39,TRUE,2000-03,1,FALSE
3/2/2000,6.4,TRUE,2000-03,2,FALSE
3/3/2000,6.39,TRUE,2000-03,3,FALSE
3/6/2000,6.42,TRUE,2000-03,6,FALSE
3/7/2000,6.39,TRUE,2000-03,7,FALSE
3/8/2000,6.38,TRUE,2000-03,8,FALSE
3/9/2000,6.35,TRUE,2000-03,9,FALSE
3/10/2000,6.39,TRUE,2000-03,10,FALSE
3/13/2000,6.36,TRUE,2000-03,13,FALSE
3/14/2000,6.31,TRUE,2000-03,14,FALSE
3/15/2000,6.29,TRUE,2000-03,15,FALSE
3/16/2000,6.26,TRUE,2000-03,16,FALSE
3/17/2000,6.2,TRUE,2000-03,17,FALSE
3/20/2000,6.18,TRUE,2000-03,20,FALSE
3/21/2000,6.13,TRUE,2000-03,21,FALSE
3/22/2000,6.13,TRUE,2000-03,22,FALSE
3/23/2000,6.08,TRUE,2000-03,23,FALSE
3/24/2000,6.2,TRUE,2000-03,24,FALSE
3/27/2000,6.21,TRUE,2000-03,27,FALSE
3/28/2000,6.17,TRUE,2000-03,28,FALSE
3/29/2000,6.18,TRUE,2000-03,29,FALSE
3/30/2000,6.06,TRUE,2000-03,30,FALSE
3/31/2000,6.03,TRUE,2000-03,31,TRUE
4/3/2000,6,TRUE,2000-04,3,FALSE
4/4/2000,5.9,TRUE,2000-04,4,FALSE
4/5/2000,5.9,TRUE,2000-04,5,FALSE
4/6/2000,5.93,TRUE,2000-04,6,FALSE
4/7/2000,5.86,TRUE,2000-04,7,FALSE
4/10/2000,5.8,TRUE,2000-04,10,FALSE
4/11/2000,5.89,TRUE,2000-04,11,FALSE
4/12/2000,5.97,TRUE,2000-04,12,FALSE
4/13/2000,5.94,TRUE,2000-04,13,FALSE
4/14/2000,5.85,TRUE,2000-04,14,FALSE
4/17/2000,6.01,TRUE,2000-04,17,FALSE
4/18/2000,6.05,TRUE,2000-04,18,FALSE
4/19/2000,5.99,TRUE,2000-04,19,FALSE
4/20/2000,5.99,TRUE,2000-04,20,FALSE
4/21/2000,.,FALSE,2000-04,21,FALSE
4/24/2000,6,TRUE,2000-04,24,FALSE
4/25/2000,6.14,TRUE,2000-04,25,FALSE
4/26/2000,6.14,TRUE,2000-04,26,FALSE
4/27/2000,6.23,TRUE,2000-04,27,FALSE
4/28/2000,6.23,TRUE,2000-04,28,TRUE
5/1/2000,6.29,TRUE,2000-05,1,FALSE
5/2/2000,6.32,TRUE,2000-05,2,FALSE
5/3/2000,6.4,TRUE,2000-05,3,FALSE
5/4/2000,6.46,TRUE,2000-05,4,FALSE
5/5/2000,6.51,TRUE,2000-05,5,FALSE
5/8/2000,6.57,TRUE,2000-05,8,FALSE
5/9/2000,6.53,TRUE,2000-05,9,FALSE
5/10/2000,6.47,TRUE,2000-05,10,FALSE
5/11/2000,6.43,TRUE,2000-05,11,FALSE
5/12/2000,6.51,TRUE,2000-05,12,FALSE
5/15/2000,6.47,TRUE,2000-05,15,FALSE
5/16/2000,6.43,TRUE,2000-05,16,FALSE
5/17/2000,6.48,TRUE,2000-05,17,FALSE
5/18/2000,6.56,TRUE,2000-05,18,FALSE
5/19/2000,6.51,TRUE,2000-05,19,FALSE
5/22/2000,6.44,TRUE,2000-05,22,FALSE
5/23/2000,6.45,TRUE,2000-05,23,FALSE
5/24/2000,6.47,TRUE,2000-05,24,FALSE
5/25/2000,6.39,TRUE,2000-05,25,FALSE
5/26/2000,6.33,TRUE,2000-05,26,FALSE
5/29/2000,.,FALSE,2000-05,29,FALSE
5/30/2000,6.38,TRUE,2000-05,30,FALSE
5/31/2000,6.29,TRUE,2000-05,31,TRUE
6/1/2000,6.2,TRUE,2000-06,1,FALSE
6/2/2000,6.15,TRUE,2000-06,2,FALSE
6/5/2000,6.12,TRUE,2000-06,5,FALSE
6/6/2000,6.14,TRUE,2000-06,6,FALSE
6/7/2000,6.13,TRUE,2000-06,7,FALSE
6/8/2000,6.13,TRUE,2000-06,8,FALSE
6/9/2000,6.13,TRUE,2000-06,9,FALSE
6/12/2000,6.09,TRUE,2000-06,12,FALSE
6/13/2000,6.11,TRUE,2000-06,13,FALSE
6/14/2000,6.06,TRUE,2000-06,14,FALSE
6/15/2000,6.05,TRUE,2000-06,15,FALSE
6/16/2000,5.99,TRUE,2000-06,16,FALSE
6/19/2000,6,TRUE,2000-06,19,FALSE
6/20/2000,6.03,TRUE,2000-06,20,FALSE
6/21/2000,6.11,TRUE,2000-06,21,FALSE
6/22/2000,6.12,TRUE,2000-06,22,FALSE
6/23/2000,6.19,TRUE,2000-06,23,FALSE
6/26/2000,6.11,TRUE,2000-06,26,FALSE
6/27/2000,6.1,TRUE,2000-06,27,FALSE
6/28/2000,6.11,TRUE,2000-06,28,FALSE
6/29/2000,6.04,TRUE,2000-06,29,FALSE
6/30/2000,6.03,TRUE,2000-06,30,TRUE
7/3/2000,6,TRUE,2000-07,3,FALSE
7/4/2000,.,FALSE,2000-07,4,FALSE
7/5/2000,5.99,TRUE,2000-07,5,FALSE
7/6/2000,6.05,TRUE,2000-07,6,FALSE
7/7/2000,6.01,TRUE,2000-07,7,FALSE
7/10/2000,6.04,TRUE,2000-07,10,FALSE
7/11/2000,6.06,TRUE,2000-07,11,FALSE
7/12/2000,6.09,TRUE,2000-07,12,FALSE
7/13/2000,6.01,TRUE,2000-07,13,FALSE
7/14/2000,6.1,TRUE,2000-07,14,FALSE
7/17/2000,6.17,TRUE,2000-07,17,FALSE
7/18/2000,6.16,TRUE,2000-07,18,FALSE
7/19/2000,6.16,TRUE,2000-07,19,FALSE
7/20/2000,6.01,TRUE,2000-07,20,FALSE
7/21/2000,6.01,TRUE,2000-07,21,FALSE
7/24/2000,6.04,TRUE,2000-07,24,FALSE
7/25/2000,6.04,TRUE,2000-07,25,FALSE
7/26/2000,6.04,TRUE,2000-07,26,FALSE
7/27/2000,6.02,TRUE,2000-07,27,FALSE
7/28/2000,6.04,TRUE,2000-07,28,FALSE
7/31/2000,6.04,TRUE,2000-07,31,TRUE
8/1/2000,6,TRUE,2000-08,1,FALSE
8/2/2000,5.98,TRUE,2000-08,2,FALSE
8/3/2000,5.95,TRUE,2000-08,3,FALSE
8/4/2000,5.91,TRUE,2000-08,4,FALSE
8/7/2000,5.97,TRUE,2000-08,7,FALSE
8/8/2000,5.93,TRUE,2000-08,8,FALSE
8/9/2000,5.81,TRUE,2000-08,9,FALSE
8/10/2000,5.76,TRUE,2000-08,10,FALSE
8/11/2000,5.79,TRUE,2000-08,11,FALSE
8/14/2000,5.78,TRUE,2000-08,14,FALSE
8/15/2000,5.81,TRUE,2000-08,15,FALSE
8/16/2000,5.83,TRUE,2000-08,16,FALSE
8/17/2000,5.81,TRUE,2000-08,17,FALSE
8/18/2000,5.78,TRUE,2000-08,18,FALSE
8/21/2000,5.79,TRUE,2000-08,21,FALSE
8/22/2000,5.78,TRUE,2000-08,22,FALSE
8/23/2000,5.73,TRUE,2000-08,23,FALSE
8/24/2000,5.73,TRUE,2000-08,24,FALSE
8/25/2000,5.73,TRUE,2000-08,25,FALSE
8/28/2000,5.78,TRUE,2000-08,28,FALSE
8/29/2000,5.81,TRUE,2000-08,29,FALSE
8/30/2000,5.81,TRUE,2000-08,30,FALSE
8/31/2000,5.73,TRUE,2000-08,31,TRUE
9/1/2000,5.68,TRUE,2000-09,1,FALSE
9/4/2000,.,FALSE,2000-09,4,FALSE
9/5/2000,5.69,TRUE,2000-09,5,FALSE
9/6/2000,5.72,TRUE,2000-09,6,FALSE
9/7/2000,5.76,TRUE,2000-09,7,FALSE
9/8/2000,5.73,TRUE,2000-09,8,FALSE
9/11/2000,5.77,TRUE,2000-09,11,FALSE
9/12/2000,5.78,TRUE,2000-09,12,FALSE
9/13/2000,5.74,TRUE,2000-09,13,FALSE
9/14/2000,5.79,TRUE,2000-09,14,FALSE
9/15/2000,5.84,TRUE,2000-09,15,FALSE
9/18/2000,5.88,TRUE,2000-09,18,FALSE
9/19/2000,5.86,TRUE,2000-09,19,FALSE
9/20/2000,5.91,TRUE,2000-09,20,FALSE
9/21/2000,5.88,TRUE,2000-09,21,FALSE
9/22/2000,5.85,TRUE,2000-09,22,FALSE
9/25/2000,5.84,TRUE,2000-09,25,FALSE
9/26/2000,5.81,TRUE,2000-09,26,FALSE
9/27/2000,5.83,TRUE,2000-09,27,FALSE
9/28/2000,5.82,TRUE,2000-09,28,FALSE
9/29/2000,5.8,TRUE,2000-09,29,TRUE
10/2/2000,5.83,TRUE,2000-10,2,FALSE
10/3/2000,5.87,TRUE,2000-10,3,FALSE
10/4/2000,5.9,TRUE,2000-10,4,FALSE
10/5/2000,5.87,TRUE,2000-10,5,FALSE
10/6/2000,5.82,TRUE,2000-10,6,FALSE
10/9/2000,.,FALSE,2000-10,9,FALSE
10/10/2000,5.8,TRUE,2000-10,10,FALSE
10/11/2000,5.77,TRUE,2000-10,11,FALSE
10/12/2000,5.73,TRUE,2000-10,12,FALSE
10/13/2000,5.73,TRUE,2000-10,13,FALSE
10/16/2000,5.74,TRUE,2000-10,16,FALSE
10/17/2000,5.68,TRUE,2000-10,17,FALSE
10/18/2000,5.66,TRUE,2000-10,18,FALSE
10/19/2000,5.66,TRUE,2000-10,19,FALSE
10/20/2000,5.64,TRUE,2000-10,20,FALSE
10/23/2000,5.59,TRUE,2000-10,23,FALSE
10/24/2000,5.63,TRUE,2000-10,24,FALSE
10/25/2000,5.67,TRUE,2000-10,25,FALSE
10/26/2000,5.69,TRUE,2000-10,26,FALSE
10/27/2000,5.72,TRUE,2000-10,27,FALSE
10/30/2000,5.74,TRUE,2000-10,30,FALSE
10/31/2000,5.77,TRUE,2000-10,31,TRUE
11/1/2000,5.74,TRUE,2000-11,1,FALSE
11/2/2000,5.74,TRUE,2000-11,2,FALSE
11/3/2000,5.83,TRUE,2000-11,3,FALSE
11/6/2000,5.87,TRUE,2000-11,6,FALSE
11/7/2000,5.87,TRUE,2000-11,7,FALSE
11/8/2000,5.87,TRUE,2000-11,8,FALSE
11/9/2000,5.82,TRUE,2000-11,9,FALSE
11/10/2000,5.82,TRUE,2000-11,10,FALSE
11/13/2000,5.77,TRUE,2000-11,13,FALSE
11/14/2000,5.76,TRUE,2000-11,14,FALSE
11/15/2000,5.72,TRUE,2000-11,15,FALSE
11/16/2000,5.68,TRUE,2000-11,16,FALSE
11/17/2000,5.71,TRUE,2000-11,17,FALSE
11/20/2000,5.68,TRUE,2000-11,20,FALSE
11/21/2000,5.67,TRUE,2000-11,21,FALSE
11/22/2000,5.62,TRUE,2000-11,22,FALSE
11/23/2000,.,FALSE,2000-11,23,FALSE
11/24/2000,5.63,TRUE,2000-11,24,FALSE
11/27/2000,5.64,TRUE,2000-11,27,FALSE
11/28/2000,5.59,TRUE,2000-11,28,FALSE
11/29/2000,5.55,TRUE,2000-11,29,FALSE
11/30/2000,5.48,TRUE,2000-11,30,TRUE
12/1/2000,5.52,TRUE,2000-12,1,FALSE
12/4/2000,5.53,TRUE,2000-12,4,FALSE
12/5/2000,5.43,TRUE,2000-12,5,FALSE
12/6/2000,5.32,TRUE,2000-12,6,FALSE
12/7/2000,5.32,TRUE,2000-12,7,FALSE
12/8/2000,5.35,TRUE,2000-12,8,FALSE
12/11/2000,5.37,TRUE,2000-12,11,FALSE
12/12/2000,5.36,TRUE,2000-12,12,FALSE
12/13/2000,5.29,TRUE,2000-12,13,FALSE
12/14/2000,5.23,TRUE,2000-12,14,FALSE
12/15/2000,5.2,TRUE,2000-12,15,FALSE
12/18/2000,5.17,TRUE,2000-12,18,FALSE
12/19/2000,5.19,TRUE,2000-12,19,FALSE
12/20/2000,5.08,TRUE,2000-12,20,FALSE
12/21/2000,5.03,TRUE,2000-12,21,FALSE
12/22/2000,5.02,TRUE,2000-12,22,FALSE
12/25/2000,.,FALSE,2000-12,25,FALSE
12/26/2000,5.04,TRUE,2000-12,26,FALSE
12/27/2000,5.11,TRUE,2000-12,27,FALSE
12/28/2000,5.13,TRUE,2000-12,28,FALSE
12/29/2000,5.12,TRUE,2000-12,29,TRUE
1/1/2001,.,FALSE,2001-01,1,FALSE
1/2/2001,4.92,TRUE,2001-01,2,FALSE
1/3/2001,5.14,TRUE,2001-01,3,FALSE
1/4/2001,5.03,TRUE,2001-01,4,FALSE
1/5/2001,4.93,TRUE,2001-01,5,FALSE
1/8/2001,4.94,TRUE,2001-01,8,FALSE
1/9/2001,4.98,TRUE,2001-01,9,FALSE
1/10/2001,5.1,TRUE,2001-01,10,FALSE
1/11/2001,5.14,TRUE,2001-01,11,FALSE
1/12/2001,5.25,TRUE,2001-01,12,FALSE
1/15/2001,.,FALSE,2001-01,15,FALSE
1/16/2001,5.24,TRUE,2001-01,16,FALSE
1/17/2001,5.19,TRUE,2001-01,17,FALSE
1/18/2001,5.12,TRUE,2001-01,18,FALSE
1/19/2001,5.19,TRUE,2001-01,19,FALSE
1/22/2001,5.25,TRUE,2001-01,22,FALSE
1/23/2001,5.3,TRUE,2001-01,23,FALSE
1/24/2001,5.33,TRUE,2001-01,24,FALSE
1/25/2001,5.29,TRUE,2001-01,25,FALSE
1/26/2001,5.29,TRUE,2001-01,26,FALSE
1/29/2001,5.32,TRUE,2001-01,29,FALSE
1/30/2001,5.24,TRUE,2001-01,30,FALSE
1/31/2001,5.19,TRUE,2001-01,31,TRUE
2/1/2001,5.1,TRUE,2001-02,1,FALSE
2/2/2001,5.17,TRUE,2001-02,2,FALSE
2/5/2001,5.18,TRUE,2001-02,5,FALSE
2/6/2001,5.22,TRUE,2001-02,6,FALSE
2/7/2001,5.1,TRUE,2001-02,7,FALSE
2/8/2001,5.1,TRUE,2001-02,8,FALSE
2/9/2001,5.03,TRUE,2001-02,9,FALSE
2/12/2001,5.05,TRUE,2001-02,12,FALSE
2/13/2001,5.07,TRUE,2001-02,13,FALSE
2/14/2001,5.13,TRUE,2001-02,14,FALSE
2/15/2001,5.19,TRUE,2001-02,15,FALSE
2/16/2001,5.11,TRUE,2001-02,16,FALSE
2/19/2001,.,FALSE,2001-02,19,FALSE
2/20/2001,5.11,TRUE,2001-02,20,FALSE
2/21/2001,5.14,TRUE,2001-02,21,FALSE
2/22/2001,5.15,TRUE,2001-02,22,FALSE
2/23/2001,5.1,TRUE,2001-02,23,FALSE
2/26/2001,5.05,TRUE,2001-02,26,FALSE
2/27/2001,4.96,TRUE,2001-02,27,FALSE
2/28/2001,4.92,TRUE,2001-02,28,TRUE
3/1/2001,4.87,TRUE,2001-03,1,FALSE
3/2/2001,4.95,TRUE,2001-03,2,FALSE
3/5/2001,4.98,TRUE,2001-03,5,FALSE
3/6/2001,4.99,TRUE,2001-03,6,FALSE
3/7/2001,4.92,TRUE,2001-03,7,FALSE
3/8/2001,4.89,TRUE,2001-03,8,FALSE
3/9/2001,4.95,TRUE,2001-03,9,FALSE
3/12/2001,4.92,TRUE,2001-03,12,FALSE
3/13/2001,4.95,TRUE,2001-03,13,FALSE
3/14/2001,4.84,TRUE,2001-03,14,FALSE
3/15/2001,4.81,TRUE,2001-03,15,FALSE
3/16/2001,4.78,TRUE,2001-03,16,FALSE
3/19/2001,4.82,TRUE,2001-03,19,FALSE
3/20/2001,4.78,TRUE,2001-03,20,FALSE
3/21/2001,4.77,TRUE,2001-03,21,FALSE
3/22/2001,4.73,TRUE,2001-03,22,FALSE
3/23/2001,4.8,TRUE,2001-03,23,FALSE
3/26/2001,4.85,TRUE,2001-03,26,FALSE
3/27/2001,5,TRUE,2001-03,27,FALSE
3/28/2001,4.97,TRUE,2001-03,28,FALSE
3/29/2001,4.98,TRUE,2001-03,29,FALSE
3/30/2001,4.93,TRUE,2001-03,30,TRUE
4/2/2001,4.98,TRUE,2001-04,2,FALSE
4/3/2001,4.94,TRUE,2001-04,3,FALSE
4/4/2001,4.94,TRUE,2001-04,4,FALSE
4/5/2001,4.98,TRUE,2001-04,5,FALSE
4/6/2001,4.89,TRUE,2001-04,6,FALSE
4/9/2001,4.93,TRUE,2001-04,9,FALSE
4/10/2001,5.09,TRUE,2001-04,10,FALSE
4/11/2001,5.12,TRUE,2001-04,11,FALSE
4/12/2001,5.17,TRUE,2001-04,12,FALSE
4/13/2001,.,FALSE,2001-04,13,FALSE
4/16/2001,5.28,TRUE,2001-04,16,FALSE
4/17/2001,5.21,TRUE,2001-04,17,FALSE
4/18/2001,5.14,TRUE,2001-04,18,FALSE
4/19/2001,5.27,TRUE,2001-04,19,FALSE
4/20/2001,5.29,TRUE,2001-04,20,FALSE
4/23/2001,5.2,TRUE,2001-04,23,FALSE
4/24/2001,5.22,TRUE,2001-04,24,FALSE
4/25/2001,5.28,TRUE,2001-04,25,FALSE
4/26/2001,5.2,TRUE,2001-04,26,FALSE
4/27/2001,5.34,TRUE,2001-04,27,FALSE
4/30/2001,5.35,TRUE,2001-04,30,TRUE
5/1/2001,5.3,TRUE,2001-05,1,FALSE
5/2/2001,5.31,TRUE,2001-05,2,FALSE
5/3/2001,5.22,TRUE,2001-05,3,FALSE
5/4/2001,5.21,TRUE,2001-05,4,FALSE
5/7/2001,5.21,TRUE,2001-05,7,FALSE
5/8/2001,5.24,TRUE,2001-05,8,FALSE
5/9/2001,5.2,TRUE,2001-05,9,FALSE
5/10/2001,5.31,TRUE,2001-05,10,FALSE
5/11/2001,5.51,TRUE,2001-05,11,FALSE
5/14/2001,5.46,TRUE,2001-05,14,FALSE
5/15/2001,5.5,TRUE,2001-05,15,FALSE
5/16/2001,5.48,TRUE,2001-05,16,FALSE
5/17/2001,5.46,TRUE,2001-05,17,FALSE
5/18/2001,5.41,TRUE,2001-05,18,FALSE
5/21/2001,5.41,TRUE,2001-05,21,FALSE
5/22/2001,5.42,TRUE,2001-05,22,FALSE
5/23/2001,5.41,TRUE,2001-05,23,FALSE
5/24/2001,5.52,TRUE,2001-05,24,FALSE
5/25/2001,5.52,TRUE,2001-05,25,FALSE
5/28/2001,.,FALSE,2001-05,28,FALSE
5/29/2001,5.54,TRUE,2001-05,29,FALSE
5/30/2001,5.54,TRUE,2001-05,30,FALSE
5/31/2001,5.43,TRUE,2001-05,31,TRUE
6/1/2001,5.39,TRUE,2001-06,1,FALSE
6/4/2001,5.35,TRUE,2001-06,4,FALSE
6/5/2001,5.29,TRUE,2001-06,5,FALSE
6/6/2001,5.27,TRUE,2001-06,6,FALSE
6/7/2001,5.33,TRUE,2001-06,7,FALSE
6/8/2001,5.38,TRUE,2001-06,8,FALSE
6/11/2001,5.32,TRUE,2001-06,11,FALSE
6/12/2001,5.27,TRUE,2001-06,12,FALSE
6/13/2001,5.28,TRUE,2001-06,13,FALSE
6/14/2001,5.26,TRUE,2001-06,14,FALSE
6/15/2001,5.27,TRUE,2001-06,15,FALSE
6/18/2001,5.27,TRUE,2001-06,18,FALSE
6/19/2001,5.26,TRUE,2001-06,19,FALSE
6/20/2001,5.24,TRUE,2001-06,20,FALSE
6/21/2001,5.22,TRUE,2001-06,21,FALSE
6/22/2001,5.14,TRUE,2001-06,22,FALSE
6/25/2001,5.16,TRUE,2001-06,25,FALSE
6/26/2001,5.24,TRUE,2001-06,26,FALSE
6/27/2001,5.26,TRUE,2001-06,27,FALSE
6/28/2001,5.35,TRUE,2001-06,28,FALSE
6/29/2001,5.42,TRUE,2001-06,29,TRUE
7/2/2001,5.37,TRUE,2001-07,2,FALSE
7/3/2001,5.41,TRUE,2001-07,3,FALSE
7/4/2001,.,FALSE,2001-07,4,FALSE
7/5/2001,5.44,TRUE,2001-07,5,FALSE
7/6/2001,5.41,TRUE,2001-07,6,FALSE
7/9/2001,5.37,TRUE,2001-07,9,FALSE
7/10/2001,5.32,TRUE,2001-07,10,FALSE
7/11/2001,5.31,TRUE,2001-07,11,FALSE
7/12/2001,5.27,TRUE,2001-07,12,FALSE
7/13/2001,5.27,TRUE,2001-07,13,FALSE
7/16/2001,5.21,TRUE,2001-07,16,FALSE
7/17/2001,5.22,TRUE,2001-07,17,FALSE
7/18/2001,5.12,TRUE,2001-07,18,FALSE
7/19/2001,5.13,TRUE,2001-07,19,FALSE
7/20/2001,5.15,TRUE,2001-07,20,FALSE
7/23/2001,5.13,TRUE,2001-07,23,FALSE
7/24/2001,5.13,TRUE,2001-07,24,FALSE
7/25/2001,5.2,TRUE,2001-07,25,FALSE
7/26/2001,5.19,TRUE,2001-07,26,FALSE
7/27/2001,5.13,TRUE,2001-07,27,FALSE
7/30/2001,5.11,TRUE,2001-07,30,FALSE
7/31/2001,5.07,TRUE,2001-07,31,TRUE
8/1/2001,5.11,TRUE,2001-08,1,FALSE
8/2/2001,5.17,TRUE,2001-08,2,FALSE
8/3/2001,5.2,TRUE,2001-08,3,FALSE
8/6/2001,5.19,TRUE,2001-08,6,FALSE
8/7/2001,5.2,TRUE,2001-08,7,FALSE
8/8/2001,4.99,TRUE,2001-08,8,FALSE
8/9/2001,5.04,TRUE,2001-08,9,FALSE
8/10/2001,4.99,TRUE,2001-08,10,FALSE
8/13/2001,4.97,TRUE,2001-08,13,FALSE
8/14/2001,4.97,TRUE,2001-08,14,FALSE
8/15/2001,5,TRUE,2001-08,15,FALSE
8/16/2001,4.95,TRUE,2001-08,16,FALSE
8/17/2001,4.84,TRUE,2001-08,17,FALSE
8/20/2001,4.91,TRUE,2001-08,20,FALSE
8/21/2001,4.87,TRUE,2001-08,21,FALSE
8/22/2001,4.91,TRUE,2001-08,22,FALSE
8/23/2001,4.89,TRUE,2001-08,23,FALSE
8/24/2001,4.93,TRUE,2001-08,24,FALSE
8/27/2001,4.94,TRUE,2001-08,27,FALSE
8/28/2001,4.85,TRUE,2001-08,28,FALSE
8/29/2001,4.78,TRUE,2001-08,29,FALSE
8/30/2001,4.79,TRUE,2001-08,30,FALSE
8/31/2001,4.85,TRUE,2001-08,31,TRUE
9/3/2001,.,FALSE,2001-09,3,FALSE
9/4/2001,4.99,TRUE,2001-09,4,FALSE
9/5/2001,4.97,TRUE,2001-09,5,FALSE
9/6/2001,4.86,TRUE,2001-09,6,FALSE
9/7/2001,4.8,TRUE,2001-09,7,FALSE
9/10/2001,4.84,TRUE,2001-09,10,FALSE
9/11/2001,.,FALSE,2001-09,11,FALSE
9/12/2001,.,FALSE,2001-09,12,FALSE
9/13/2001,4.64,TRUE,2001-09,13,FALSE
9/14/2001,4.57,TRUE,2001-09,14,FALSE
9/17/2001,4.63,TRUE,2001-09,17,FALSE
9/18/2001,4.72,TRUE,2001-09,18,FALSE
9/19/2001,4.69,TRUE,2001-09,19,FALSE
9/20/2001,4.75,TRUE,2001-09,20,FALSE
9/21/2001,4.7,TRUE,2001-09,21,FALSE
9/24/2001,4.73,TRUE,2001-09,24,FALSE
9/25/2001,4.72,TRUE,2001-09,25,FALSE
9/26/2001,4.65,TRUE,2001-09,26,FALSE
9/27/2001,4.58,TRUE,2001-09,27,FALSE
9/28/2001,4.6,TRUE,2001-09,28,TRUE
10/1/2001,4.55,TRUE,2001-10,1,FALSE
10/2/2001,4.53,TRUE,2001-10,2,FALSE
10/3/2001,4.5,TRUE,2001-10,3,FALSE
10/4/2001,4.53,TRUE,2001-10,4,FALSE
10/5/2001,4.52,TRUE,2001-10,5,FALSE
10/8/2001,.,FALSE,2001-10,8,FALSE
10/9/2001,4.62,TRUE,2001-10,9,FALSE
10/10/2001,4.61,TRUE,2001-10,10,FALSE
10/11/2001,4.69,TRUE,2001-10,11,FALSE
10/12/2001,4.68,TRUE,2001-10,12,FALSE
10/15/2001,4.62,TRUE,2001-10,15,FALSE
10/16/2001,4.59,TRUE,2001-10,16,FALSE
10/17/2001,4.59,TRUE,2001-10,17,FALSE
10/18/2001,4.58,TRUE,2001-10,18,FALSE
10/19/2001,4.63,TRUE,2001-10,19,FALSE
10/22/2001,4.63,TRUE,2001-10,22,FALSE
10/23/2001,4.66,TRUE,2001-10,23,FALSE
10/24/2001,4.61,TRUE,2001-10,24,FALSE
10/25/2001,4.56,TRUE,2001-10,25,FALSE
10/26/2001,4.53,TRUE,2001-10,26,FALSE
10/29/2001,4.5,TRUE,2001-10,29,FALSE
10/30/2001,4.44,TRUE,2001-10,30,FALSE
10/31/2001,4.3,TRUE,2001-10,31,TRUE
11/1/2001,4.24,TRUE,2001-11,1,FALSE
11/2/2001,4.37,TRUE,2001-11,2,FALSE
11/5/2001,4.31,TRUE,2001-11,5,FALSE
11/6/2001,4.3,TRUE,2001-11,6,FALSE
11/7/2001,4.22,TRUE,2001-11,7,FALSE
11/8/2001,4.32,TRUE,2001-11,8,FALSE
11/9/2001,4.34,TRUE,2001-11,9,FALSE
11/12/2001,.,FALSE,2001-11,12,FALSE
11/13/2001,4.41,TRUE,2001-11,13,FALSE
11/14/2001,4.54,TRUE,2001-11,14,FALSE
11/15/2001,4.79,TRUE,2001-11,15,FALSE
11/16/2001,4.91,TRUE,2001-11,16,FALSE
11/19/2001,4.8,TRUE,2001-11,19,FALSE
11/20/2001,4.88,TRUE,2001-11,20,FALSE
11/21/2001,4.98,TRUE,2001-11,21,FALSE
11/22/2001,.,FALSE,2001-11,22,FALSE
11/23/2001,5.04,TRUE,2001-11,23,FALSE
11/26/2001,5.05,TRUE,2001-11,26,FALSE
11/27/2001,4.98,TRUE,2001-11,27,FALSE
11/28/2001,4.98,TRUE,2001-11,28,FALSE
11/29/2001,4.79,TRUE,2001-11,29,FALSE
11/30/2001,4.78,TRUE,2001-11,30,TRUE
12/3/2001,4.75,TRUE,2001-12,3,FALSE
